Departamento,Municipio,IPS,NIT,Gerente,Caracter,Habilitada
Atlántico,SOLEDAD,CLINICA DE LA POLICIA REGIONAL CARIBE,802016407,MATILDE ELENA DE LA HOZ FLOREZ,NACIONAL,SI
Atlántico,SOLEDAD,EMPRESA SOCIAL DEL ESTADO HOSPITAL MATERNO INFANTIL CIUDADELA METROPOLITANA DE SOLEDAD,802013023,CLAUDIA ELIZABETH ARENAS TORRES,MUNICIPAL,SI
Atlántico,SOLEDAD,HOSPITAL DEPARTAMENTAL JUAN DOMINGUEZ ROMERO E.S.E SOLEDAD - ATLANTICO,802009766,LIBARDO MOISES BERDUGO BOJANINI,DEPARTAMENTAL,SI
Atlántico,SUAN,EMPRESA SOCIAL DEL ESTADO UNIDAD LOCAL DE SUAN,802009856,DAZEHIRA DEL CRISTO DE LEON POLO,MUNICIPAL,SI
Atlántico,TUBARÁ,ESE CENTRO DE SALUD DE TUBARÁ,802009463,LUIS GERMAN PACHECO RODRIGUEZ,MUNICIPAL,SI
Atlántico,USIACURÍ,ESE CENTRO DE SALUD USIACURI JOSE MARIA FEREZ FARAH,802009049,PEDRO DE JESUS VILLA PAYARES,MUNICIPAL,SI
Bogotá D.C,BOGOTÁ,Camara de Representantes,899999098,MARIA CAROLINA CARRILLO SALTAREN,NACIONAL,SI
Bogotá D.C,BOGOTÁ,COLEGIO CLARETIANO DE BOSA,800231790,JOSE MARIA FLOREZ JAIMES,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,COLEGIO DISTRITAL REPUBLICA DE COLOMBIA,860532330,MARIO ERNESTO MORALES MARTINEZ,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,COLEGIO MANUELA BELTRAN IED,860532407,DORIS STELLA VERGARA DE MONSALVE,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,COLEGIO VEINTIUN ANGELES I.E.D,830037739,EDGAR ALFONSO VELASQUEZ VENEGAS,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,COLEGIO VIRGINIA GUTIERREZ DE PINEDA IED,900207730,Victor Henry Beltran Beltran,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,DEFENSA CIVIL COLOMBIANA,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,NACIONAL,SI
Bogotá D.C,BOGOTÁ,DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPUBLICA,899999083,MARIA LORENA GUTIERREZ BOTERO,NACIONAL,SI
Bogotá D.C,BOGOTÁ,"DEPARTAMENTO ADMINISTRATIVO DEL DEPÓRTE,LA RECREACION, LA ACTIVIDAD FISICA Y EL APROVECHAMIENTO DEL TIEMPO LIBRE-COLDEPORTES",899999306,CLARA LUZ ROLDAN GONZALEZ,,SI
Bogotá D.C,BOGOTÁ,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA,899999027,MAURICIO PERFETTI DEL CORRAL,NACIONAL,SI
Bogotá D.C,BOGOTÁ,DIRECCION DE SANIDAD POLICIA NACIONAL,830041314,OSCAR ATEHORTUA DUQUE,NACIONAL,SI
Bogotá D.C,BOGOTÁ,EMPRESA SOCIAL DEL ESTADO CENTRO DERMATOLOGICO FEDERICO LLERAS ACOSTA,800247350,Claudia Marcela Rojas Daza,NACIONAL,SI
Bogotá D.C,BOGOTÁ,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,899999032,JAVIER FERNANDO MANCERA GARCIA,DEPARTAMENTAL,SI
Bogotá D.C,BOGOTÁ,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA ESAP,899999054,ELVIA MARIA MEJIA FERNANDEZ,NACIONAL,SI
Bogotá D.C,BOGOTÁ,ESE INSTITUTO NACIONAL DE CANCEROLOGIA,899999092,CAROLINA WIESNER CEBALLOS,NACIONAL,SI
Bogotá D.C,BOGOTÁ,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORIA GENERAL DE LA REPUBLICA,800252683,INDIRA MARIA GUTIERREZ ACUÑA,NACIONAL,SI
Bogotá D.C,BOGOTÁ,HOSPITAL MILITAR CENTRAL,830040256,CLARA ESPERANZA GALVIS DIAZ,NACIONAL,SI
Bogotá D.C,BOGOTÁ,INSTITUCION EDUCATIVA DISTRITAL GUILLERMO LEÓN VALENCIA - NUESTRA SEÑORA DE LA SABIDURIA - REPUBLICA DE PANAMÁ,860532366,JAVIER MAURICIO RUIZ GALINDO,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,INSTITUCION EDUCATIVA DISTRITAL TOBERIN,830007423,SHEILA MARGOTH SALAZAR BARRIOS,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,INSTITUTO DISTRITAL PARA LA RECREACION Y EL DEPORTE,860061099,PEDRO ORLANDO MOLANO PEREZ,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,INSTITUTO NACIONAL DE SALUD,899999403,FERNANDO PIO DE LA HOZ RESTREPO,NACIONAL,SI
Bogotá D.C,BOGOTÁ,INSTITUTO PARA PROTECCIÓN DE LA NIÑEZ Y LA JUVENTUD IDIPRON,899999333,ROBERTO ANTONIO CONTRERAS MORA,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,SECRETARIA DISTRITAL DE INTEGRACIÒN SOCIAL,899999061,MARIA CONSUELO ARAUJO CASTRO,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,SENADO DE LA REPUBLICA,899999103,ASTRID SALAMANCA RAHIN,NACIONAL,SI
Bogotá D.C,BOGOTÁ,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,NACIONAL,SI
Bogotá D.C,BOGOTÁ,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,900959051,MARTHA YOLANDA RUIZ VALDES,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E,900971006,YIDNEY ISABEL GARCIA RODRIGUEZ,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,900958564,GLORIA LIBIA POLANIA AGUILLON,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,Subred Integrada de Servicios de Salud Sur Occidente E.S.E,900959048,VICTORIA EUGENIA MARTINEZ PUELLO,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,UNIVERSIDAD COLEGIO MAYOR DE CUNDINAMARCA,800144829,CARLOS ALBERTO CORRALES MEDINA,DEPARTAMENTAL,SI
Bogotá D.C,BOGOTÁ,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,899999230,CARLOS JAVIER MOSQUERA SUAREZ,DISTRITAL,SI
Bogotá D.C,BOGOTÁ,UNIVERSIDAD EAN,860026058,RUBEN DARIO GOMEZ SALDAÑA,NACIONAL,SI
Bogotá D.C,BOGOTÁ,UNIVERSIDAD MILITAR NUEVA GRANADA,800225340,HUGO RODRIGUEZ DURAN,MUNICIPAL,SI
Bogotá D.C,BOGOTÁ,UNIVERSIDAD NACIONAL DE COLOMBIA,899999063,IGNACIO MANTILLA PRADA,MUNICIPAL,SI
Bogotá D.C,BOGOTÁ,UNIVERSIDAD PEDAGOGICA NACIONAL,899999124,ADOLFO LEON ATEHORTUA CRUZ,NACIONAL,SI
Bolívar,ACHÍ,ESE HOSPITAL LOCAL SAN JOSE DEACHI,806007813,FELICIDAD RODRIGUEZ OROZCO,MUNICIPAL,SI
Bolívar,ALTOS DEL ROSARIO,ESE CENTRO DE SALUD CON CAMA MANUEL H ZABALETA G.,900063533,MARITZA PEDROZO ZAMBRANO,MUNICIPAL,SI
Bolívar,ARENAL,ESE HOSPITAL LOCAL MANUELA PABUENA LOBO,806007809,YIRANA BARRIOS PABUENA,MUNICIPAL,SI
Bolívar,ARJONA,ESE HOSPITAL LOCAL ARJONA,806007923,TOMAS JOSE RODRIGUEZ MANOTAS,MUNICIPAL,SI
Bolívar,ARROYOHONDO,ESE CENTRO DE SALUD CON CAMAS DE ARROYOHONDO,806008082,ALESAGRIS CORONELL CUETO,MUNICIPAL,SI
Bolívar,BARRANCO DE LOBA,ESE HOSPITAL JOSE RUDECINDO LOPEZ PARODI,806006753,ERICA IBETH COSSIO MORENO,MUNICIPAL,SI
Bolívar,CALAMAR,ESE HOSPITAL LOCAL DE CALAMAR,806006537,ANA LUCILA HERRERA ROJAS,MUNICIPAL,SI
Bolívar,CANTAGALLO,ESE CENTRO DE SALUD CON CAMAS DE CANTAGALLO,829001887,JULIO ANDRES OROZCO MARTINEZ,MUNICIPAL,SI
Bolívar,CARTAGENA,ALCALDIA CARTAGENA DE INDIAS DISTRITO TURISTICO Y CULTURAL,890480184,MARTHA CARVAJAL HERRERA,DISTRITAL,SI
Bolívar,CARTAGENA,CAJA DE PREVISION SOCIAL DE LA UNIVERSIDAD DE CARTAGENA,806000509,EDUARDO ENRIQUE SAYAS CONTRERAS,DEPARTAMENTAL,SI
Bolívar,CARTAGENA,EMPRESA SOCIAL DEL ESTADO CLINICA MATERNIDAD RAFAEL CALVO,806001061,JORGE EDUARDO QUINTERO BULA,DEPARTAMENTAL,SI
Bolívar,CARTAGENA,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE,900042103,FERNANDO ENRIQUE TRILLO FIGUEROA,DEPARTAMENTAL,SI
Bolívar,CARTAGENA,ESE HOSPITAL LOCAL CARTAGENA DE INDIAS,806010305,ROQUE ISMAEL BOSSIO BERMUDEZ,DISTRITAL,SI
Bolívar,CARTAGENA,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,DEPARTAMENTAL,SI
Bolívar,CARTAGENA,UNIVERSIDAD DE CARTAGENA,890480123,EDGAR PARRA CHACON,DEPARTAMENTAL,SI
Bolívar,CICUCO,ESE HOSPITAL LOCAL DE CICUCO,806007161,KAREN MARRUGO POLO,MUNICIPAL,SI
Bolívar,CÓRDOBA,ESE CENTRO DE SALUD CON CAMAS CORDOBA BOLIVAR,806012905,JAIR ENRIQUE QUINTERO MARTINEZ,DEPARTAMENTAL,SI
Bolívar,EL CARMEN DE BOLÍVAR,ESE CENTRO DE SALUD GIOVANI CRISTINI,806007801,EFRAIN CABARCAS CABARCAS,MUNICIPAL,SI
Bolívar,EL CARMEN DE BOLÍVAR,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN,900196346,JACQUELINE DEL SOCORRO COHEN COGOLLO,DEPARTAMENTAL,SI
Bolívar,EL PEÑÓN,ESE CENTRO DE SALUD CON CAMAS EL PEÑON BOLIVAR,806011087,HUGO CESAR HORMECHEA LEDESMA,MUNICIPAL,SI
Bolívar,HATILLO DE LOBA,ESE HOSPITAL HATILLO DE LOBA,806013761,MAYLEN LUCIA CURREA PABA,MUNICIPAL,SI
Bolívar,MAGANGUÉ,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA,900196347,CANDELARIA VALDELAMAR MARTINEZ,DEPARTAMENTAL,SI
Bolívar,MAGANGUÉ,EMPRESA SOCIAL DEL ESTADO RIO GRANDE DE LA MAGDALENA DEL MUNICIPIO DE MAGANGUE,806013598,YADIRA MAYERLYS BLANCO HERNANDEZ,MUNICIPAL,SI
Bolívar,MAHATES,E.S.E. HOSPITAL LOCAL MAHATES,806007880,JULIETH PAOLA SANTANDER SANTANDER,MUNICIPAL,SI
Bolívar,MARÍA LA BAJA,HOSPITAL LOCAL MARIA LA BAJA ESE,806010788,YARELIS ADELADA BUENDIA SANDOVAL,MUNICIPAL,SI
Bolívar,MOMPÓS,ESE HOSPITAL LOCAL SANTA MARIA,806007257,YOLEIDA MEJIA TORRES,MUNICIPAL,SI
Bolívar,MONTECRISTO,ESE CENTRO DE SALUD CON CAMAS DE MONTECRISTO,806008930,MARIA EUGENIA ALEMAN MEDINA,MUNICIPAL,SI
Bolívar,MORALES,ese hospital san sebastian,806007002,DOMICIANO DITTA SERPA,MUNICIPAL,SI
Bolívar,PINILLOS,ESE HOSPITAL SAN NICOLAS DE TOLENTINO,806007343,GONZALO CABALLERO RANGEL,DEPARTAMENTAL,SI
Bolívar,RÍO VIEJO,ESE HOSPITAL LOCAL LA CANDELARIA,806008153,LEIDYS ROCIO MENDOZA OSPINO,MUNICIPAL,SI
Bolívar,SAN ESTANISLAO,ESE HOSPITAL LOCAL ANA MARIA RODRIGUEZ,806007238,JADER FABIAN FRIAS OROZCO,MUNICIPAL,SI
Bolívar,SAN FERNANDO,ESE HOSPITAL LOCAL SANFERNANDO BOLIVAR,806007689,KARIN CARDENAS TORRES,MUNICIPAL,SI
Bolívar,SAN JACINTO,E.S.E. HOSPITAL LOCAL SAN JACINTO,806007303,IVON MARIA DE LEON TAPIA,MUNICIPAL,SI
Bolívar,SAN JACINTO DEL CAUCA,ESE CENTRO DE SALUD CON CAMA,806014499,LUDIS ELENA CHAVEZ BARRIOS,MUNICIPAL,SI
Bolívar,SAN JUAN NEPOMUCENO,ESE HOSPITAL LOCAL SAN JUAN NEPOMUCENO,806006414,LUIS ALBERTO BARRIOS MASHUD,MUNICIPAL,SI
Bolívar,SAN MARTÍN DE LOBA,ESE HOSPITAL LOCAL SAN MARTIN DE LOBA,806007769,DINA LUZ LEON RODRIGUEZ,MUNICIPAL,SI
Bolívar,SAN PABLO,ESE HOSPITAL LOCAL SAN PABLO,829000940,SANDRA CARDENAS ULLOA,MUNICIPAL,SI
Bolívar,SANTA CATALINA,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,806013609,FRANCISCO JOSE VEGA ARRUTH,MUNICIPAL,SI
Bolívar,SANTA ROSA,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,806008270,JOSE MARIA GOMEZ LLAMAS,MUNICIPAL,SI
Bolívar,SANTA ROSA DEL SUR,ESE HOSPITAL MANUEL ELKIN PATARROYO,829001256,GLORIA SOFIA OVALLE HERRERA,MUNICIPAL,SI
Bolívar,SIMITÍ,E.S.E HOSPITAL SAN ANTONIO DE PADUA,900196366,JESSICA ABELLO VILLEGAS,DEPARTAMENTAL,SI
Bolívar,SOPLAVIENTO,ESE CENTRO DE SALUD CON CAMA VITALIO SARA CASTILLO,806007780,FREDYS DURANT CASTILLO,MUNICIPAL,SI
Bolívar,TALAIGUA NUEVO,ESE HOSPITAL LOCAL DE TALAIGUA,806007464,SHEYLA PATRICIA ALVAREZ PUELLO,MUNICIPAL,SI
Bolívar,TIQUISIO,ESE HOSPITAL SAN JUAN DE PUERTO RICO,806007567,OSCAR JULIO RINCON HERNANDEZ,MUNICIPAL,SI
Bolívar,TURBACO,ESE HOSPITAL LOCAl TURBACO,806005602,EDGAR RAFAEL LOMBANA PUELLO,DEPARTAMENTAL,SI
Bolívar,TURBANA,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA,806007817,JADER ENRIQUE JACOME GUERRERO,MUNICIPAL,SI
Bolívar,ZAMBRANO,ESE HOSPITAL LOCAL SAN SEBASTIAN,806006914,RENNY DE JESUS BARANDICA MANOTAS,MUNICIPAL,SI
Boyacá,AQUITANIA,ESE SALUD AQUITANIA,891855492,LIDA CONSUELO BERNAL AGUIRRE,MUNICIPAL,SI
Boyacá,ARCABUCO,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE ARCABUCO,820003382,LEONARDO AVILA SARMIENTO,MUNICIPAL,SI
Boyacá,BELÉN,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",826002660,OMAR ALEJANDRO NOSSA RAMIREZ,MUNICIPAL,SI
Boyacá,BERBEO,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JUAN FRANCISCO BERBEO,820003929,YINETH PRAXEDIS DOMÍNGUEZ MORENO,MUNICIPAL,SI
Boyacá,BETÉITIVA,ESE CENTRO DE SALUD BETEITIVA,826002862,MARIA CAROLINA SALCEDO ROBLEDO,MUNICIPAL,SI
Boyacá,BOYACÁ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,820003622,MADELEINE CIFUENTES MUÑOZ,MUNICIPAL,SI
Boyacá,BRICEÑO,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD BRICEÑO,820003787,JULIE IVONNE ORTIZ CASAS,MUNICIPAL,SI
Boyacá,BUENAVISTA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA,820003550,JUAN FRANCISCO VILLAREAL DUARTE,MUNICIPAL,SI
Boyacá,CALDAS,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LAS MERCEDES CALDAS,820003456,DEISY USMA PINILLA,MUNICIPAL,SI
Boyacá,CAMPOHERMOSO,E.S.E CENTRO DE SALUD CAMPOHERMOSO,820003910,MARIA ALEJANDRA MONROY PEÑA,MUNICIPAL,SI
Boyacá,CERINZA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CERINZA,826002641,ELIX YANNETH BAEZ GALVIS,MUNICIPAL,SI
Boyacá,CHIQUINQUIRÁ,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,820005389,LUZ MARINA ESTUPIÑAN MERCHAN,DEPARTAMENTAL,SI
Boyacá,CHÍQUIZA,E.S.E CENTRO DE SALUD SAN PEDRO DE IGUAQUE,820003365,APDELGAFER JIMENEZ TORRES,MUNICIPAL,SI
Boyacá,CHITARAQUE,ESE CENTRO DE SALUD DE CHITARAQUE,820003580,JAVIER ARMANDO GONZALEZ GARAVITO,MUNICIPAL,SI
Boyacá,CHIVATÁ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DEL ROSARIO DE CHIVATA,820003558,JOANA ESPERANZA HERNANDEZ CRUZ,MUNICIPAL,SI
Boyacá,CIÉNEGA,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,820002468,JYMENA CORTES PEÑA,MUNICIPAL,SI
Boyacá,CÓMBITA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA,820003411,CARLOS EDUARDO MACHADO JIMENEZ,MUNICIPAL,SI
Boyacá,COPER,E.S.E. CENTRO DE SALUD LUIS LANCHEROS,820003571,FELKIN IVAN CASTELLANOS VALBUENA,MUNICIPAL,SI
Boyacá,CORRALES,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD CORRALES,826002693,LEIDY LIZETH SALAMANCA CASTAÑEDA,MUNICIPAL,SI
Boyacá,CUBARÁ,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO,826002304,ANA ZULEYMA MENDOZA NIÑO,DEPARTAMENTAL,SI
Boyacá,CUCAITA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA LUCIA,820003388,BLANCA LOLA ARIAS GARCIA,MUNICIPAL,SI
Boyacá,CUÍTIVA,empresa social del estado lagosalud cuitiva,826002609,CLARA ELIZABETH VARGAS ALVAREZ,MUNICIPAL,SI
Boyacá,DUITAMA,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,891855438,FLOR ALICIA CARDENAS PINEDA,DEPARTAMENTAL,SI
Boyacá,DUITAMA,EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA,826002601,CLAUDIA MARINA GARCIA FERNANDEZ,MUNICIPAL,SI
Boyacá,EL COCUY,ESE HOSPITAL SAN JOSE DEL COCUY,891855719,HARVY HUMBERTO SILVA MOJICA,MUNICIPAL,SI
Boyacá,FIRAVITOBA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FIRAVITOBA,826002676,OLGA JANNETH CALDERON RODRIGUEZ,MUNICIPAL,SI
Boyacá,FLORESTA,ESE CENTRO DE SALUD DE FLORESTA,826002164,ANGELA MARCELA BARRERA AYALA,MUNICIPAL,SI
Boyacá,GACHANTIVÁ,E.S.E. CENTRO DE SALUD SAN ANTONIO DE PADUA,820003638,MYRIAM ROCIO GUERRERO REINA,MUNICIPAL,SI
Boyacá,GAMEZA,EMPRESA SOCIAL DEL ESTADO GAMEZA MUNICIPIO SALUDABLE,826001960,MAGDA LIZZETH RODRIGUEZ LOPEZ,MUNICIPAL,SI
Boyacá,GUATEQUE,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,900004894,JOSE OMAR NIÑO CARREÑO,DEPARTAMENTAL,SI
Boyacá,GÜICÁN,E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN,891855439,CLAUDIA MARFORY GONZALEZ ARIZA,MUNICIPAL,SI
Boyacá,IZA,"EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD ""LUIS PATIÑO CAMARGO"" DEL MUNICIPIO DE IZA",826002720,CESAR MAURICIO BARACALDO BARRERA,MUNICIPAL,SI
Boyacá,JENESANO,Emprea Social del Etado Centro de Salud Jenesano,820003337,CLARA MERCEDES ROJAS JAIME,MUNICIPAL,SI
Boyacá,JERICÓ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DE LA NATIVIDAD,826001918,NIDIA ROCIO ROJAS LOPEZ,MUNICIPAL,SI
Boyacá,LA CAPILLA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LA CANDELARIA DE LA CAPILLA,820003193,CARMEN REINALDA RAMIREZ CARDENAS,MUNICIPAL,SI
Boyacá,LA UVITA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE LA UVITA,826002202,GLORIA YENCY GOMEZ MEDINA,MUNICIPAL,SI
Boyacá,LABRANZAGRANDE,E.S.E. CENTRO DE SALUD MUNICIPIO DE LABRANZAGRANDE,826002687,SANDRA PATRICIA HURTADO ORDUZ,MUNICIPAL,SI
Boyacá,MACANAL,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MACANAL,820000857,YENNY LILIANA AVILA OLMOS,MUNICIPAL,SI
Boyacá,MARIPÍ,EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI,820003291,AMPARO DEL SOCORRO PUENTES GOMEZ,MUNICIPAL,SI
Boyacá,MIRAFLORES,HOSPITAL REGIONAL DE MIRAFLORES EMPRESA SOCIAL DEL ESTADO,800152970,SONIA PATRICIA RODRIGUEZ NIÑO,DEPARTAMENTAL,SI
Boyacá,MONGUA,E.S.E CENTRO DE SALUD SAN JERONIMO DE MONGUA,826002930,ORLANDO PINTO GUEZGUAN,MUNICIPAL,SI
Boyacá,MONGUÍ,EMPRESA SOCIAL DEL ESTADO HOSPITAL LAS MERCEDES DE MONGUI,826002777,ABEL ANTONIO ALVAREZ ALARCON,MUNICIPAL,SI
Boyacá,MONIQUIRÁ,HOSPITAL REGIONAL DE MONIQUIRA ESE,891800395,GLORIA YANETH MANRIQUE ABRIL,DEPARTAMENTAL,SI
Boyacá,MOTAVITA,EMPRESA SOCIAL DEL ESTADO. CENTRO DE SALUD DE MOTAVITA,820003404,ANGELA XIOMARA HOYOS GOMEZ,MUNICIPAL,SI
Boyacá,MUZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,800254850,LUIS HERNANDO SALAZAR MANRIQUE,MUNICIPAL,SI
Boyacá,NOBSA,"EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA""",826002019,SANDRA YASMILE ALVARADO MARIÑO,MUNICIPAL,SI
Boyacá,NUEVO COLÓN,Empresa Social del Estado Centro de Salud Nuevo Colón,820003328,NELSON JOHANN ULLOA CALVO,MUNICIPAL,SI
Boyacá,OICATÁ,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD OICATÁ,820003973,MARTHA LUCIA VALDERRAMA BARRERA,MUNICIPAL,SI
Boyacá,OTANCHE,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO,820004318,GREIS ANATILDE ORTIZ TELLEZ,MUNICIPAL,SI
Boyacá,PACHAVITA,"EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD ""NUESTRA SEÑORA DE GUADALUPE""",820003516,FIDELA MARIA CASTRO BARRIOS,MUNICIPAL,SI
Boyacá,PÁEZ,Empresa Social del Estado Jorge González Olmos,820003915,ANDREA CAROLINA GONZALEZ ALBA,MUNICIPAL,SI
Boyacá,PAIPA,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,891855209,JOSE RAMON MERCHAN RUIZ,MUNICIPAL,SI
Boyacá,PAUNA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,820002916,IBETH MILENA PARRA CARO,MUNICIPAL,SI
Boyacá,PAYA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE PAYA,826002226,YADIRA GUIO AYALA,MUNICIPAL,SI
Boyacá,PAZ DE RÍO,EMPRESA SOCIAL DEL ESTADO SALUD PAZ DE RIO,826002718,YILZEN ANDREA HUERTAS VILLA,MUNICIPAL,SI
Boyacá,PESCA,E.S.E. SALUD PESCA,826002031,SANDRA MILENA BARRERA BOTIA,MUNICIPAL,SI
Boyacá,PISBA,EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL ROSARIO DE PISBA,826002963,DIANA KARINE MARTINEZ ANGEL,MUNICIPAL,SI
Boyacá,PUERTO BOYACÁ,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ,891800570,CARLOS JULIO ORTEGA OLAYA,DEPARTAMENTAL,SI
Boyacá,QUÍPAMA,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,820002854,JACQUELINE RINCON CORDOBA,MUNICIPAL,SI
Boyacá,RAMIRIQUÍ,ESE HOSPITAL SAN VICENTE DE RAMIRIQUI,891800644,JUAN PABLO ÁLVAREZ NAJAR,MUNICIPAL,SI
Boyacá,RÁQUIRA,ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA,820000886,JORGE ORLANDO TOVAR GONZALEZ,MUNICIPAL,SI
Boyacá,RONDÓN,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,820003444,JOSE AGUSTIN TORRES CUERVO,MUNICIPAL,SI
Boyacá,SABOYÁ,ESE CENTRO DE SALUD SAN VICENTE FERRER,820003431,BETY JULIETH FLORIAN ROJAS,MUNICIPAL,SI
Boyacá,SÁCHICA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SACHICA,820004060,NADYA BRIGIIT PIRAQUIVE CUADRADO,MUNICIPAL,SI
Boyacá,SAMACÁ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA,891800335,LUZ ANDREA MORA ROA,MUNICIPAL,SI
Boyacá,SAN EDUARDO,ese centro de salud jaime diaz perez,820003906,DENNIS ANDREY ARIAS DOMINGUEZ,MUNICIPAL,SI
Boyacá,SAN JOSÉ DE PARE,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE DE PARE,820003360,WILMAN GIOVANNI VELASCO BARON,MUNICIPAL,SI
Boyacá,SAN LUIS DE GACENO,ESE HOSPITAL SAN FRANCISCO,860060016,RUBY MARYORY CARO ARIAS,DEPARTAMENTAL,SI
Boyacá,SAN MIGUEL DE SEMA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN MIGUEL,820003401,GLORIA ANDREA DEL PILAR GARCIA CAMARGO,MUNICIPAL,SI
Boyacá,SAN PABLO DE BORBUR,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,820003422,GIOVANNA XIMENA FORERO SANTANA,MUNICIPAL,SI
