CÓDIGO,NOMBRE,NIT,RAZÓN SOCIAL,NIVEL DE ATENCIÓN,GERENTE,DIRECCION,BARRIO,MUNICIPIO,DEPARTAMENTO,TELEFONO,E-MAIL EMPRESARIAL,E-MAIL 2 EMPRESARIAL,NOMBRE DEL REPRESENTANTE LEGAL,E-MAIL REPRESENTANTE LEGAL,E-MAIL REPRESENTANTE LEGAL,TELEFONO REPRESENTANTE LEGAL,NOMBRE PERSONA ENCARGADA DE TECNOLOGIA,EMAIL PERSONA ENCARGADA DE TECNOLOGIA,TELEFONO PERSONA ENCARGADA DE TECNOLOGIA
1365700119,ESE HOSPITAL LOCAL SAN JUAN NEPOMUCENO,806006414,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,1,REINEL ANTONIO CASTRO MUÑOZ,CALLE 12# 8-68,FRONTERAS,SAN JUAN NEPOMUCENO,BOLÍVAR,6890516-3135744002 ,sanjuanhospital@hotmail.com,,LUIS DUARDO MAZUT,sanjuanhospital@hotmail.com,,6890516-3135744002 ,LUIS ROMERO GAZABON,sanjuanhospital@hotmail.com,6890516-3135744002 
1307400031,ESE HOSPITAL JOSE RUDECINDO LOPEZ PARODI,806006753,E.S.E. HOSPITAL JOSE RUDECINDO LOPEZ PARODI,1,Margarita Salcedo Correa,PUEBLO NUEVO,PUEBLO NUEVO,BARRANCO DE LOBA,BOLÍVAR,3106371253 - 3106370214,hospital01barrancodeloba@hotmail.com,,ERIKA IBETH COSIO MORENO,ericacossiomoreno@hotmail.com,,3106371253 - 3106370214,ALEXIS DEL CARMEN OJEDA,hospital01barrancodeloba@hotmail.com,3208779629
1389400026,ESE HOSPITAL LOCAL SAN SEBASTIAN,806006914,E.S.E. HOSPITAL LOCAL SAN SEBASTIAN DE ZAMBRANO,1,ESMERALDA MATILDE BALLESTAS LARIOS,CARRERA 17 # 2-32 ESQUINA,MANTEQUILA,ZAMBRANO,BOLÍVAR,3002833325-3153143058 ,rennyb20@hotmail.com,esedocumentos@hotmail.com,RENNY DE JESUS VARANDICA MANOTAS ,rennyb20@hotmail.com,,3153143058,ALFREDO DEL JAX ,alfcomunicaciones26@hotmail.com,3022836569
1347300231,ESE HOSPITAL SAN SEBASTIAN,806007002,ese hospital san sebastian,1,ALVARO CAÑAS QUINTERO,KM 1 VIA A MORALES - PUERTO BOLIVAR ,,MORALES,BOLÍVAR,3114162680,hospitalsansebastianmoralesbol@gmail.com,,DOMICIANO DITTA SERPA,domiciano79@yahoo.es,,3114162680,VICTOR CHAVES,chaves.19@hotmail.com,3008031430
1318800295,ESE HOSPITAL LOCAL DE CICUCO,806007161,ESE HOSPITAL LOCAL DE CICUCO,1,LENIS HERRERA CASTRO,CALLE 17 # 14-69 ,20 DE JULIO,CICUCO,BOLÍVAR,3042462956-3006566414,ESELOCALCICUCOBOLIVAR@HOTMAIL.COM,,KAREN MARRUGO POLO,KARMA_1981@HOTMAIL.COM,,3042462956,MARTIN BASTIDA,JOTYDB2000@HOTMAIL.COM,3005466903
1365400160,E.S.E. HOSPITAL LOCAL SAN JACINTO,806007303,E.S.E. DEL ESTADO HOSPITAL LOCAL DEL MUNICIPIO DE SAN JACINTO BOLIVAR,1,NESTOR CARLOS RODRIGUEZ GARCIA,CARRERA 40 # 15 - 33 ,LA GLORIA ,SAN JACINTO,BOLÍVAR,6868002,FACTURACCIONHOSPITALSANJACINTO@GMAIL.COM,,IVON TAPIA,IVONMARIADT@YAHOO.ES,,3017568570,YEISON SALINAS -JAIRO MENDOZA ,D/SALINAS@HOTMAIL.COM-JAIROJKD@HOTMAIL.COM,3013603400-3015298023
1378000062,ESE HOSPITAL LOCAL DE TALAIGUA,806007464,ESE HOSPITAL LOCAL DE TALAIGUA,1,,CARRERA 12 # 7-16,SANTA LUCIA ,TALAIGUA NUEVO,BOLÍVAR,3105251386,hospitalaiguanuevo@yahoo.com,yeila0411@hotmail.com,CHEYLA  ALVAREZ,cheila0411@hotmail.com,,3105251386,JORGE AMARY ,hospitalaiguanuevo@yahoo.com-yeila0411@hotmail.com,3105251386
1324400091,ESE CENTRO DE SALUD GIOVANI CRISTINI,806007801,E.S.E. CENTRO DE SALUD GIOVANI CRISTINI IPS MUNICIPAL,1,HERNANDO ANTONIO RICARDO TAPIA,CALLE 24 CARRERA 49 ESQUINA,LOS MANGOS,EL CARMEN DE BOLÍVAR,BOLÍVAR,3014358156,ESEHOSPITALGC@GMAIL.COM,,EFRAIN TAVARGAS TAVARGAS,ESEHOSPITALGC@GMAIL.COM,,3014358156,DEWIN LAMADRID,DEWINLAMADRID@GMAIL.COM,321566383
1304200268,ESE HOSPITAL LOCAL MANUELA PABUENA LOBO,806007809,E.S.E. HOSPITAL LOCAL MANUELA PABUENA LOBO,1,PETRONA HERRERA PIMIENTA,CALLE 15 # 14-21,ARENAL,ARENAL,BOLÍVAR,3106502456 - 3014461699,gerentehmpl@gmail.com,hmanuelapl@hotmail.com,YIRANA BARRIOS,gerentehmpl@gmail.com - hmanuelapl@hotmail.com,,3106502456,JHON ALBERTO FONSECA,gerentehmpl@gmail.com,3106504766
1343300100,E.S.E. HOSPITAL LOCAL MAHATES,806007880,E.S.E. HOSPITAL LOCAL MAHATES,1,LUZ REBECA GONZALEZ BUSTAMANTE,CALLE 18 # 41-10 ,SANTANDER,MAHATES,BOLÍVAR,3145472177-3185931694,jupasansan17@hotmail.com, HLMAHATES@OUTLOOK.COM,YULIETH SANTANDER SANTANDER,JUPASANSAN17@HOTMAIL.COM,,3185931694,ASTOLFO AGAME,ASTOLFO24@GMAIL.COM,3145472177
1368300232,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,806008270,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,1,PEDRO CLAVER QUINTERO LYONS,BARRIO REDENTOR VIA PRINCIPAL CALLE 16 # 40-12,BARRIO REDENTOR VIA PRINCIPAL,SANTA ROSA,BOLÍVAR,6297042 - 3116555662 - 3215418631,esehsantarosadelima@gmail.com,joegomezllamas@yahoo.es,JOSE MARIA GOMEZ LLAMAS ,joegomezllamas@yahoo.es,,3116555662,JOHANA BARRIIOS BELLIDO ,esehospital4505@gmail.com,3053375810
1345800222,ESE CENTRO DE SALUD CON CAMAS DE MONTECRISTO,806008930,ESE CENTRO DE SALUD CON CAMAS DE MONTECRISTO,1,RODRIGUEZ QUINTERO PABLO,CALLE PRINCIPAL SECTOR CENTRAL,CENTRO,MONTECRISTO,BOLÍVAR,3205537998,esemontecristobolivar@gmail.com, mariaeu_70@hotmail.com,MARIA EUGENIA LEMAN,esemontecristobolivar@gmail.com, mariaeu_70@hotmail.com,3205537998,OSCAR IVAN GUTIERREZ GOMEZ,OGUTIERREZG27@GMAIL.COM,314560689
1344200163,HOSPITAL LOCAL MARIA LA BAJA ESE,806010788,E.S.E. HOSPITAL LOCAL MARIALABAJA,1,LISBETH MARTINEZ GONZALEZ,CALLE 20 # 8-78,CHUMBU,MARÍA LA BAJA,BOLÍVAR,2621103-3145508090,esehlmbajagerencia@hotmail.com,,KAREN JOSEFA MEDINA SABALETA,kjmedina@hotmail.com,,3145504317,GIOVANY MESA SAN MARTIN,yugeo0531@hotmail.com,3017710672
1330000551,ESE HOSPITAL HATILLO DE LOBA,806013761,ESE HOSPITAL HATILLO DE LOBA,1,,CALLE 8 CARRERA 6 # 6-25,EL CARMEN,HATILLO DE LOBA,BOLÍVAR,3126926600-3126321690,esehatillodeloba@hotmail.com,,MAYLEN CURREA,maylencp@homail.com,,3126926600,,,
1365500312,ESE CENTRO DE SALUD CON CAMA,806014499,ESE CENTRO DE SALUD CON CAMA,1,WILLIAM JOSE HAWASLY JIMENEZ,CALLE 5 # 5-21,CENTRO,SAN JACINTO DEL CAUCA,BOLÍVAR,3117574653-3117182486-3145898445,ELENACHBAR@HOTMAIL.COM,,ELENA CHAVEZ,ELENACHBAR@HOTMAIL.COM,,3117574653,YOJAIRA LOPEZ,YLOPEZ_JESUS@HOTMAIL.COM,3145682559
5440501008,ESE HOSPITAL LOCAL MUNICIPIO LOS PATIOS,807004393,E.S.E. HOSPITAL LOCAL MUNICIPIO DE LOS PATIOS,1,ANDRES ELOY GALVIS JAIMES,CALLE 7 # 9-59,DANIEL JORDAN,LOS PATIOS,NORTE DE SANTANDER,5552170,asistente.gerencia@esehospitaldelospatios.gov.co,,SANDRA YOMARA GIRALDO PARRA,asistente.gerencia@esehospitaldelospatios.gov.co,,5552170 EXT 1116 - 1117,ALBERTO SERRANO,sistemas@esehospitaldelospatios.gov.co,5552170 EXT 1119
5400301020,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NOROCCIDENTAL,807008842,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NOROCCIDENTAL,1,MAGDA LILIANA BERMON ANGARITA,CALLE 20 # 3A ,SANTA BARBARA,ABREGO,NORTE DE SANTANDER,5642153-5642156-5642484-3115286223,hospital@esenoroccidental.gov.co,,IVAN DARIO SANTAELLA BEDOYA,hospital@esenoroccidental.gov.co,,3138724201,FREDY FRANCO,fred29773@hotmail.com,3156320459
7385400464,HOSPITAL LOCAL VITO FASAEL GUTIERREZ PEDRAZA E.S.E.,809000383,HOSPITAL LOCAL VITO FASAEL GUTIERREZ PEDRAZA E.S.E.,1,DIANA MARCELA ARTEAGA VERGARA,CALLE 4 #4-05,CENTRO ,VALLE DE SAN JUAN,TOLIMA,2885101,HOSPVITOFG@YOHOO.COM,,EGNA DEL ROSARIO PADILLA YATE,GERENCIA.HOSPITALVITOFASAEL@GMAIL.COM,,3212303846,ELIZABETH CABEZAS,GERENCIA.HOSPITALVITOFASAEL@GMAIL.COM,3133353312
7352001095,HOSPITAL RICARDO ACOSTA NIVEL I ESE,809004280,HOSPITAL RICARDO ACOSTA NIVEL I EMPRESA SOCIAL DEL ESTADO,1,EDILBERTO HERNANDEZ ROJAS,CALLE 5 # 9-50,CENTRO,PALOCABILDO,TOLIMA,3128740479, HOSPITALPALOCABILDOCLIENTES@YAHOO.COM,,CARLOS HERNANDEZ  LOPEZ,JUANC7819@GMAIL.COM,,3128740479,NESTOR ADRIAN RICO,NEADRIGO_52@HOTMAIL.COM,3204911044
7377000423,HOSPITAL SANTA ROSA DE LIMA E. S. E.,809005452,Hospital Santa Rosa de Lima E. S. E.,1,,CARRERA 3 # 2-08,CENTRO ,SUÁREZ,TOLIMA,2883185,hospsantarosa@hotmail.com,,AMPARO RAMIREZ LEGUIZAMON,amparo.ramirez@yahoo.es,,3202505387,LEANDRO ANTONIO CORDOBA FUERTE ,leandroantonioc@gmail.com,3152177627
7362400815,HOSPITAL SAN VICENTE E.S.E,809005719,HOSPITAL SAN VICENTE E.S.E,1,RAUL GERMAN RIOS GARCIA,CARRERA 7 CALLE 4 ESQUINA,SANTANDER,ROVIRA,TOLIMA,3212324367-2880077 EXT 126,hospital.sanvicente@hotmail.com,,EDWIN JOSE MOLANO OSPINA,edwinmol1@hotmail.com,,3212324367-2880077 EXT 126,ARGELIA OLAYA SANCHEZ,hospital.sanvicente@hotmail.com,3212324367-2880077 EXT 126
7300100855,THE WALA IPS INDÍGENA PÚBLICA COYAIMA ,809009550,THE WALA IPS INDIGENA PUBLICA,0,,CALLE 3  # 2-60,,COYAIMA,TOLIMA,2278047,THEWALA@GMAIL.COM THEWALAINDIGENAPUBLICA@HOTMAIL.COM,,MANUEL ANTONIO JULICUE ULL,MANUJULI16@HOTMAIL.COM,,3125879949,ANDRES MORA ,SISTEMAS.TWIPSI@GMAIL.COM,
7300100855,THE WALA IPS INDIGENA PUBLICA,809009550,THE WALA IPS INDIGENA PUBLICA,0,,CALLE 36 # 4D - 28 ,,IBAGUÉ,TOLIMA,2616096,THEWALA@GMAIL.COM,THEWALAINDIGENAPUBLICA@HOTMAIL.COM,MANUEL ANTONIO JULICUE ULL,MANUJULI16@HOTMAIL.COM,,3125879949,ANDRES MORA ,SISTEMAS.TWIPSI@GMAIL.COM,3208024029
1766500595,ESE HOSPITAL DEPARTAMENTAL SAN JOSE DE SAN JOSE,810001159,ESE HOSPITAL DEPARTAMENTAL SAN JOSE DE SAN JOSE,1,FERNANDO SALAZAR VILLEGAS,CARRERA 2 # 5-14,CALLE PRINCIPAL,SAN JOSÉ,CALDAS,8608684-3113165515,HOSAJO5@GMAIL.COM,,FERNANDO SALAZAR VILLEGAS,HOSAJO5@GMAIL.COM,,3113165516,MAURICIO GUTIERREZ,AMAGUVI@HOTMAIL.COM,3127374713
1744200161,ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE MARMATO,810001392,ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE MARMATO,1,HERMILSUN GAVIRIA CASTRILLON,CARRERA 2 DIAGONAL 3 CALLE 6,EL LLANO URBANIZACION LA BETULIA,MARMATO,CALDAS,0968598010 -8598240 - 3116117702 -3114198265 -3148643492,hospitalmarmato@gmail.com,,CRISTIAN ALEJANDRO PARRA ROJAS,crisalejo.0928@gmail.com,,3116117702,JUAN DAVID DIAZ SOTO,judadiso@gmail.com,3214401091
539005090,EMPRESA SOCIAL DEL ESTADO HOSPITAL ANTONIO ROLDAN BETANCUR,811013792,EMPRESA SOCIAL DEL ESTADO HOSPITAL ANTONIO ROLDAN BETANCUR,1,JUAN ENRIQUE MONTOYA URREA,CARRERA 30 # 30A-45,EL CRUCERO,LA PINTADA,ANTIOQUIA,8453108-8454063,HOSPITALHARBPINTADA@GMAIL.COM,,VIRGINIA ESPERANZA RENTERIA LEDEZMA,HARBGERENCIA@GMAIL.COM,,8454873,CARLOS HUMBERTO SALAZAR,CSALAZAR69@GMAIL.COM,8453108 EXT 11
2366000317,ESE CAMU SAN RAFAEL,812001579,ESE CAMU SAN RAFAEL,1,INGRITH JANIK PATERNINA SOLANO,CARRERA 14 # 2E-25,LAS MERCEDES,SAHAGÚN,CÓRDOBA,7589597,camusanrafael2@yahoo.es,,ZIDIA YEPEZ VERGARA,camusanrafael2@yahoo.es,,7589597,ANDRES RAMOS,aseramos17@hotmail.com,7589597
2316200381,ESE CAMU DEL PRADO,812002836,ESE CAMU DEL PRADO,1,ADMA TERESA MANZUR MARTINEZ,CALLE 27 CARRERA  9 /CALLE DEL CARMEN  # 15A-49,BARRIO EL PRADO,CERETÉ,CÓRDOBA,7642841,esecamuprado@yahoo.es,,GUARINA PINEDO DURANGO,esecamuprado@yahoo.es,,7642841,GUARINA PINEDO DURANGO,esecamuprado@yahoo.es,7642841
2358000773,ESE CAMU DIVINO NIÑO,812003382,ESE CAMU DIVINO NIÑO,1,JOSE FERNANDO LOPEZ SANTANA,CARRERA 9 # 17-80,PALMIRA,PUERTO LIBERTADOR,CÓRDOBA,3215234188-3215232948,camupuertolibertador@hotmail.com,info@camupuertolibertador.gov.co,EDER JOHN SOTO CUADRADO,johneders@gmail.com,,3215232948,IVAN GONZALES,camupuertolibertador@hotmail.com,3105909906
2330000347,E.S.E. CENTRO DE SALUD DE COTORRA,812003726,E.S.E. CENTRO DE SALUD DE COTORRA,1,,CALLE 15 # 13-52,SANTA LUCIA ,COTORRA,CÓRDOBA,7675000-3117158881-3215459978,esecotorra@hotmail.com,,DIMA DAVID SAFAR  VAQUERO,esecotorra@hotmail.com,,7675000-3117158881-3215459978,ELIANA MENDOZA,esecotorra@hotmail.com,
2300100553,EMPRESA SOCIAL DEL ESTADO VIDASINU,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,1,,CALLE 22 # 4W - 33,EL AMPARO,MONTERÍA,CÓRDOBA,"7848910 extenciones: 108,200, 202, 203",sistemas@esvidasinu.gob.co,,NAYIBE JULIO SIMANCA,gerencia@esevidasinu.gob.co,,7848910,NADER DE JESUS GARCIA RAMOS ,sistemas@esevidasinu.gob.co,
2300100553,CENTRO  DE SALUD RANCHO GRANDE,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,1,,MZ 49 LT 1B,EL AMPARO,MONTERÍA,CÓRDOBA,7848910 EXT 108,sistemas@esvidasinu.gob.co,,NAYIBE JULIO SIMANCA,gerencia@esevidasinu.gob.co,,7848910,NADER DE JESUS GARCIA RAMOS ,sistemas@esevidasinu.gov.co,
2300100553,CENTRO  DE SALUD EL DORADO,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,1,,CARRERA 18WW # 26-48,EL AMPARO,MONTERÍA,CÓRDOBA,7848910 EXT 108,sistemas@esvidasinu.gob.co,,NAYIBE JULIO SIMANCA,gerencia@esevidasinu.gob.co,,7848910,NADER DE JESUS GARCIA RAMOS ,sistemas@esevidasinu.gob.co,
4102000194,EMPRESA SOCIAL DEL ESTADO HOSPITAL MUNICIPAL DE ALGECIRAS,813001653,EMPRESA SOCIAL DEL ESTADO HOSPITAL MUNICIPAL DE ALGECIRAS,1,,CALLE 4 # 1-40 ,CIUDAD BARRANQUILLA ,ALGECIRAS,HUILA,8382895-3176584115,secretaria@esehospitalangeciras.com,,JOSE ALEXANDER MORENO CORDOBA,secretaria@esehospitalangecira.com,,8382895 -3176584115,HECTOR LEANDRO RENDON,secretaria@esehospitalangecira.com,8382895 3176584115
4100600410,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,813002497,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,1,,CARRERA 3 CALLE 9 ESQUINA,SICANDES,ACEVEDO,HUILA,8317415,hsanfraciscoj@yahoo.com,,MARCO AURELIO PUENTES,puentes.quesada@gmail.com,,3107721284,NATALIA FACUANDO,hsanfraciscoj@yahoo.com,
4188500319,ESE CENTRO DE SALUD LAURA PERDOMO DE GARCIA,813003431,E.S.E. CENTRO DE SALUD LAURA PERDOMO DE GARCIA DE YAGUARA,1,JORGE ENRIQUE CALDERON ROBLEDO,CARRERA 8 # 7 -29,LOS SAMANES,YAGUARÁ,HUILA,8383567 - 3114746903,eselauraperdomo@hotmail.com,,MARIA DE LOS ANGELES VILLEGAS MEJIA ,eselauraperdomo@hotmail.com,,8383567 - 3114746903,FERNANDO POLANIA ,eselauraperdomo@hotmail.com,8383567 - 3114746903
4179900530,ESE CENTRO DE SALUD MIGUEL BARRETO LOPEZ DE TELLO,813004018,ESE CENTRO DE SALUD MIGUEL BARRETO LOPEZ DE TELLO,1,DANY LUZ PERDOMO FARFAN,CARRERA 6 # 4-56,CENTRO,TELLO,HUILA,8488002-8488283,hospital@tello-huila.gov.co, esetellombl@yahoo.es,MONICA SANCHEZ FALLA,hospital@tello-huila.gov.co,,8488002,MARLO GIOVANY ROJAS,facturacion.esetello@hotmail.com,8488002
4131900362,E.S.E. HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE,813007875,E.S.E. HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE,1,HUMBERTO EDUARDO GOMEZ CABRERA,CALLE 4 # 9-61,AV CERVANTES,GUADALUPE,HUILA,8321052,eseguadalupe@gmail.com,,SAUL MONTERO GARCIA,salmont65@gmail.com,,3102233232,YURI ALEXANDRA BERMEO,eseguadalupe@gmail.com,3133849869
4137800382,ESE JUAN RAMON NUÑEZ PALACIOS,813010966,ESE JUAN RAMON NUÑEZ PALACIOS,1,ALBERTO GIRALDO CAICEDO,CALLE  7A # 4-90,CENTRO,LA ARGENTINA,HUILA,8311863-8311607-3133970996,hospitalargentina@yahoo.es,,LEIDY ANDREA ORTIGOSA JABELA,leidyandrea_oj@hotmail.com,,3133973062,WILSON FABIAN ACOSTA ,hospitalargentina@yahoo.es,3133970996
4135900424,ESE HOSPITAL SAN JOSE DE ISNOS,813010996,ESE HOSPITAL SAN JOSE DE ISNOS,1,OWALDO IBARRA MUÑOZ,CARERA # 2-400 SUR  VIA PITALITO ,VIA PITALITO,ISNOS,HUILA,3152599961,"SERETARIA@ESEISNOS.GOV.CO

",GERENCIA@ESEISNOS.GOV.CO,RUTH MILDRED PUENTES MONTENEGRO,GERENCIA@ESEISNOS.GOV.CO,,3152599961,DIVAR MUÑOZ,SOPORTESISTEMAS@SISNOS.GOV.CO,3142824429
4148300388,ESE HOSPITAL LUIS ANTONIO MOJICA,813011465,ESE HOSPITAL LUIS ANTONIO MOJICA,1,JORGE ELIECER GORDILLO MESA,CALLE 3 # 8 - 19,DIVINO NIÑO,NÁTAGA,HUILA,3204371842,ESE_LUIS_ANTONIO_MOJICA@YAHOO.COM.CO,,AURA ESTELA MEDINA,ESE_LUIS_ANTONIO_MOJICA@YAHOO.COM.CO,,3204371842,,,
4124400452,HOSPITAL MUNICIPAL SAN FRANCISCO DE ASIS DE ELIAS EMPRESA SOCIAL DEL ESTADO E.S.E.,813011502,HOSPITAL MUNICIPAL SAN FRANCISCO DE ASIS DE ELIAS EMPRESA SOCIAL DEL ESTADO E.S.E.,1,MARCO ANTONIO VARGAS SALAS,CALLE 1 A # 6-71,CENTRO,ELÍAS,HUILA,3183348513,esesanfranciscoelias@hotmail.com,,YULI PAOLA GONZALEZ DUQUE,taopaodu45@hotmail.com,,3108545434,YULI PAOLA GONZALEZ DUQUE,taopaodu45@hotmail.com,3183348513
4153000481,EMPRESA SOCIAL DEL ESTADO CAMILO TRUJILLO SILVA,813011505,EMPRESA SOCIAL DEL ESTADO CAMILO TRUJILLO SILVA,1,,CARRERA 8 # 3-13,EL LAGO,PALESTINA,HUILA,8315621,gerencia@esestspalestinahuila.gov.co,,MARTHA ROCIO CUBILLO ,gerencia@esestspalestinahuila.gov.co,,8315621 EXT 101-112,GUSTAVO COY,estadistica@esectspalestinahuila.gov.co,
4153000481,EMPRESA SOCIAL DEL ESTADO CAMILO TRUJILLO SILVA,813011505,EMPRESA SOCIAL DEL ESTADO CAMILO TRUJILLO SILVA,1,,CARRERA 8 # 3-13,LA FLORESTA,PALESTINA,HUILA,8315621,gerencia@esectspalestinahuila.gov.co,,MARTHA ROCIO TORRES ,gerencia@esectspalestinahuila.gov.co,,8315621 EXT 101,GUSTAVO COY,estadistica@esectspalestinahuila.gov.co,
4134900484,ESE HOSPITAL LOCAL MUNICIPAL,813011515,ESE HOSPITAL LOCAL MUNICIPAL,1,,CALLE 6 # 9-47,SAN PEDRO,HOBO,HUILA,8384053-8384391,esehospitalhobo@yahoo.es,,YINA PAOLA FRANCO,esehospitalhobo@yahoo.es,,8384053-8384391,JHONATAN BAUTISTA,esehospitalhobo@yahoo.es,8384053-8384391
5232301390,CENTRO DE SALUD SEÑOR DE LOS MILAGROS DE GUALMATÁN - EMPRESA SOCIAL DEL ESTADO - E.S.E.,814001594,CENTRO DE SALUD SEÑOR DE LOS MILAGROS DE GUALMATÁN - EMPRESA SOCIAL DEL ESTADO - E.S.E.,1,,CARRERA 5 CON CALLE 8 GUALMATÁN,JOSE MARIA HERNANDEZ,GUALMATÁN,NARIÑO,7790136,esegualmatan@hotmail.com,,LICETH DE PILAR CANDO INVACUAR,lissc124@gmail.com,,3128340475,JLIE  MAGALI HUERTAS ,juliethamhu@gmail.com,
5257300562,CENTRO HOSPITAL NUESTRO SEÑOR DE LA DIVINA MISERICORDIA PUERRES E.S.E.,814003370,CENTRO HOSPITAL NUESTRO SEÑOR DE LA DIVINA MISERICORDIA PUERRES E.S.E.,1,OSCAR IVAN DORADO R.,CARRERA 4 BARRIO LA CRUZ,LA CRUZ,PUERRES,NARIÑO,7422187-3148933276-3128162290,esepuerres1@gmail.com alba-lucia-mora2007@hotmail.com,,ALBA LUCIA MORA BENAVIDES,alba-lucia-mora2007@hotmail.com,,3176487799,JAIRO VALLEJO,jairo981@hotmail.com,3023386551
5231700077,IPS-I ASOCIACION DE CABILDOS DE GUACHUCAL Y COLIMBA,814005647,IPS-I ASOCIACION DE CABILDOS DE GUACHUCAL Y COLIMBA,1,,"Sector ""EL CONSUELO"" Via a Túquerres",,GUACHUCAL,NARIÑO,27778068-3177247384,ipsguachucalycolimba@gmail.com,,ALBERTO ALONSO DELGADO,ipsguachucalycolimba@gmail.com,,27778068,YEISON YAMIT ENRIQUEZ,ipsguachucalycolimba@gmail.com,
6600100332,HOSPITAL SAN JOAQUIN,816005003,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,1,,CARRERA 7 #40-34 PISO 2,CENTRO,PEREIRA,RISARALDA,3116733 EXT102,correoese@saludpereira.gov.co,,ALBERTH CRISTIAN HERRERA GIRALDO,correoese@saludpereira.gov.co,,3116733 EXT 102,ELVA LILIANA AGUDELO LOPEZ,coordinador.sistemas@saludpereira.gov.co,
6600100332,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,816005003,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,1,,CARRERA 12 CALLE 9 PLAZUELA ESTADIO MORA MORA,KENNEDY ,PEREIRA,RISARALDA,3116733,gerencia@saludpereira.gov.co ,,ALBER CRISTIAN HERRERA GIRALDO ,gerenciaesefp@gmail.com,,3116733,LILIANA AGUDELO ,coordinador.sistemas@saludpereira.gov.co,3116733
1935508300,IPS INDIGENA JUAN TAMA,817000102,IPS INDIGENA JUAN TAMA,0,,CARRERA 5 # 5A-75,SANTANDER,INZÁ,CAUCA,3137831000 - 3104709652,ipsijuantama@gmail.com,,NOREIDY ASTRID SANCHEZ ROJAS,juantamaa@gmail.com,,3122408676,RAFAEL ENRIQUE PERDOMO,ipsijuantama@gmail.com,
1969800025,ASOCIACIÓN DE CABILDOS INDÍGENAS DEL NORTE DEL CAUCA  SALUD-ACIN.  ENTIDAD PUBLICA DE CARÁCTER ESPECIAL.,817000232,Asociación de Cabildos Indígenas del Norte del Cauca SALUD-ACIN. Entidad Publica de carácter especial.,1,,CARRERA 7 # 6 - 22,,SANTANDER DE QUILICHAO,CAUCA,8443099 EXT 158- 8442044 ,acinsecretaria@acincwk.org,,ROSALBA VELASCO,representantelegal@acincwk.org,,3178379225,LARRY PEÑA,sistemas@acincwk.org ,
1900106571,CONSEJO REGIONAL INDÍGENA DEL CAUCA,817002466,CONSEJO REGIONAL INDÌGENA DEL CAUCA,1,,CARRERA 4 # 1 - 06 ,PASAJE VASQUES COBO ,POPAYÁN,CAUCA,8240343,cric@cric-colombia.org,,NEYSON   LIBERIO LAME ,cric@cric-colombia.org,,8240343,NEYSON   LIBERIO LAME ,cric@cric-colombia.org,8240343
2700100026,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,1,JACK
