Departamento;Municipio;Código habilitacion;Nombre prestador;tido codigo;NIT;Razón social;clpr codigo;clpr nombre;ese;Direccion;telefono;fax;email;gerente;nivel;caracter;habilitado;fecha radicacion;fecha vencimiento;fecha cierre;dv;clase persona;naju codigo;naju nombre;numero sede principal;fecha corte REPS
Bolívar;MOMPÓS;1346800078;ESE HOSPITAL LOCAL SANTA MARIA;;806007257;E.S.E. HOSPITAL LOCAL SANTA MARIA DE MOMPOX BOLIVAR;1;Instituciones - IPS;SI;CRA 3 No. 24 - 01;3126221470 - 3107062887;956855713;"gerencia@esesantamariamompox.gov.co;
yolepisis@hotmail.com";YOLEIDA MEJIA TORRES;1;MUNICIPAL;SI;20030325;20180130;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;MONTECRISTO;1345800222;ESE CENTRO DE SALUD CON CAMAS DE MONTECRISTO;;806008930;ESE CENTRO DE SALUD CON CAMAS DE MONTECRISTO;1;Instituciones - IPS;SI;CALLE PRINCIPAL SECTOR CENTRAL;3205537998 - 3113078224;;"esemontecristobolivar@gmail.com;
mariaeu_70@hotmail.com";MARIA EUGENIA ALEMAN MEDINA;1;MUNICIPAL;SI;20110330;20180330;;5;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;MORALES;1347300231;ese hospital san sebastian;;806007002;ese hospital san sebastian;1;Instituciones - IPS;SI;KM 1 VIA A PUERTO BOLIVAR;3114162680;;hospitalsansebastianmoralesbol@gmail.com;DOMICIANO DITTA SERPA;1;MUNICIPAL;SI;20150324;20180324;;0;JURIDICO;4;Pública;14;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;PINILLOS;1354900095;ESE HOSPITAL SAN NICOLAS DE TOLENTINO;;806007343;ESE HOSPITAL SAN NICOLAS DE TOLENTINO;1;Instituciones - IPS;SI;CARRERA 4 CALLE 6-22;3116598481 - 3145472769;0;hospitaldepinillos@hotmail.com;GONZALO CABALLERO RANGEL;1;DEPARTAMENTAL;SI;20111004;20180130;;7;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;RÍO VIEJO;1360000305;ESE HOSPITAL LOCAL LA CANDELARIA;;806008153;ESE HOSPITAL LOCAL LA CANDELARIA;1;Instituciones - IPS;SI;CALLE CUARTA # 8-77;5657368 - 3158090638 - 3204841200;;slacandelaria@yahoo.es;LEIDYS ROCIO MENDOZA OSPINO;1;MUNICIPAL;SI;20150305;20180305;;9;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;SAN ESTANISLAO;1364700291;ESE HOSPITAL LOCAL ANA MARIA RODRIGUEZ;;806007238;E.S.E. HOSPITAL LOCAL ANA MARIA RODRIGUEZ DE SAN ESTANISLAO DE KOTSKA;1;Instituciones - IPS;SI;BARRIO EL CARMEN CALLE PRINCIPAL;3218441269 3106704061 3147244600;;esehlamr@hotmail.com;JADER FABIAN FRIAS OROZCO;1;MUNICIPAL;SI;20030422;20180130;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;SAN FERNANDO;1365000099;ESE HOSPITAL LOCAL SANFERNANDO BOLIVAR;;806007689;ESE HOSPITAL LOCAL SANFERNANDO BOLIVAR;1;Instituciones - IPS;SI;BARRIO SANTO DOMINGO;3106532749 - 3134469690;6898539;karicato@hotmail.com;KARIN CARDENAS TORRES;1;MUNICIPAL;SI;20120626;20180626;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;SAN JACINTO;1365400160;E.S.E. HOSPITAL LOCAL SAN JACINTO;;806007303;E.S.E. DEL ESTADO HOSPITAL LOCAL DEL MUNICIPIO DE SAN JACINTO BOLIVAR;1;Instituciones - IPS;SI;CARRERA 40 No. 15 - 33 BARRIO LA GLORIA;6868002 - 3137403364-3137407159;6868561;"esehospitalsanjacinto@hotmail.com;
ivonmariadt@yahoo.es";IVON MARIA DE LEON TAPIA;1;MUNICIPAL;SI;20030407;20180130;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;SAN JACINTO DEL CAUCA;1365500312;ESE CENTRO DE SALUD CON CAMA;;806014499;ESE CENTRO DE SALUD CON CAMA;1;Instituciones - IPS;SI;CALLE 5 No 5-21 PRINCIPAL;3117574653 - 3218932424;;elenachbar@hotmail.com;LUDIS ELENA CHAVEZ BARRIOS;1;MUNICIPAL;SI;20030422;20180130;;6;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;SAN JUAN NEPOMUCENO;1365700119;ESE HOSPITAL LOCAL SAN JUAN NEPOMUCENO;;806006414;E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO;1;Instituciones - IPS;SI;Calle 12 No 8-68;6890516 - 3135744001 - 3135744002 - 3182165992 - 3205598672;6890002;sanjuanhospital@hotmail.com;LUIS ALBERTO BARRIOS MASHUD;1;MUNICIPAL;SI;20030331;20180130;;7;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;SAN MARTÍN DE LOBA;1366700158;ESE HOSPITAL LOCAL SAN MARTIN DE LOBA;;806007769;ESE HOSPITAL LOCAL SAN MARTIN DE LOBA;1;Instituciones - IPS;SI;KRA 24 CON CALLE 7 ESQUINA;3114145513;;hospital_san_martin@yahoo.es;DINA LUZ LEON RODRIGUEZ;1;MUNICIPAL;SI;20170404;20180404;;0;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;SAN PABLO;1367000076;ESE HOSPITAL LOCAL SAN PABLO;;829000940;E.S.E. HOSPITAL LOCAL SAN PABLO;1;Instituciones - IPS;SI;CARRERA 6 Nº 18 - 68;0976 -236598 - 3186969519;6236082;esehlsp@yahoo.com.mx;SANDRA CARDENAS ULLOA;1;MUNICIPAL;SI;20030325;20180130;;6;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;SANTA CATALINA;1367300489;ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA;;806013609;ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA;1;Instituciones - IPS;SI;BARRIO ABAJO;3005233620;;pachovega01@hotmail.com;FRANCISCO JOSE VEGA ARRUTH;1;MUNICIPAL;SI;20150520;20180520;;5;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;SANTA ROSA;1368300232;ESE HOSPITAL LOCAL SANTA ROSA DE LIMA;;806008270;ESE HOSPITAL LOCAL SANTA ROSA DE LIMA;1;Instituciones - IPS;SI;BARRIO REDENTOR AVENIDA PRINCIPAL;6297042 - 3116555662 - 3215418631;;"esehsantarosadelima@gmail.com;
joegomezllamas@yahoo.es";JOSE MARIA GOMEZ LLAMAS;1;MUNICIPAL;SI;20150512;20180512;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;SANTA ROSA DEL SUR;1368800003;ESE HOSPITAL MANUEL ELKIN PATARROYO;;829001256;ESE HOSPITAL MANUEL ELKIN PATARROYO;1;Instituciones - IPS;SI;Calle 13 Nº 20A 30 P1 LC 1;095-5697288 -5697400 - 5697108 - 3165414629 - 3132074127;5697288 EXT 145;"contactenos@esemanuelelkinpatarroyo.gov.co;
hospimep@gmail.com";GLORIA SOFIA OVALLE HERRERA;1;MUNICIPAL;SI;20160211;20180211;;0;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;SIMITÍ;1374400494;E.S.E HOSPITAL SAN ANTONIO DE PADUA;;900196366;E.S.E HOSPITAL SAN ANTONIO DE PADUA;1;Instituciones - IPS;SI;Calle 10 Nº 10 - 16;3102115303-3174049558;;contactenos@esehospitalsanantoniodepaduadesimiti.gov.co;JESSICA ABELLO VILLEGAS;2;DEPARTAMENTAL;SI;20130124;20180124;;6;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;SOPLAVIENTO;1376000294;ESE CENTRO DE SALUD CON CAMA VITALIO SARA CASTILLO;;806007780;E.S.E. CENTRO DE SALUD CON CAMAS VITELIO SARA CASTILLO;1;Instituciones - IPS;SI;SOPLAVIENTO - BOLIVAR CALLE ROMAN VELEZ Nº 5A - 10;3136867516-3135572657;;gerenciaesevitaliosaracastillo@gmail.com;FREDYS DURANT CASTILLO;1;MUNICIPAL;SI;20030422;20180130;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;TALAIGUA NUEVO;1378000062;ESE HOSPITAL LOCAL DE TALAIGUA;;806007464;ESE HOSPITAL LOCAL DE TALAIGUA;1;Instituciones - IPS;SI;KARRERA 12 No 7-16;3105251386 - 3004732644;6837686;"hospitalaiguanuevo@yahoo.com;
esehtln@outlook.com";SHEYLA PATRICIA ALVAREZ PUELLO;1;MUNICIPAL;SI;20110728;20180728;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;TIQUISIO;1381000027;ESE HOSPITAL SAN JUAN DE PUERTO RICO;;806007567;ESE HOSPITAL SAN JUAN DE PUERTO RICO;1;Instituciones - IPS;SI;BARRIO LOMA FRESCA CALLE PRINCIPAL;3005604855 - 3014699530;;esetiquisio@yahoo.es;OSCAR JULIO RINCON HERNANDEZ;1;MUNICIPAL;SI;20150512;20180512;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;TURBACO;1383600136;ESE HOSPITAL LOCAl TURBACO;;806005602;ESE HOSPITAL LOCAl TURBACO;1;Instituciones - IPS;SI;CARRETERA TRONCAL DE OCCIDENTE DIAGONAL BOMBA ESSO;6557007 - 6639219 - 3186023124;6639219;hospitalturbaco@gmail.com;EDGAR RAFAEL LOMBANA PUELLO;1;DEPARTAMENTAL;SI;20110516;20180516;;0;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;TURBANA;1383800225;EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA;;806007817;EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA;1;Instituciones - IPS;SI;barrio la Victoria entrada principal;3233145732;;jaderjacome2008@hotmail.com;JADER ENRIQUE JACOME GUERRERO;1;MUNICIPAL;SI;20110610;20180610;;6;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Bolívar;ZAMBRANO;1389400026;ESE HOSPITAL LOCAL SAN SEBASTIAN;;806006914;E.S.E. HOSPITAL LOCAL SAN SEBASTIAN DE ZAMBRANO;1;Instituciones - IPS;SI;CARRERA 17 No. 2-32 Esquina.;3225394968 - 3045569855;;rennyb20@hotmail.com;RENNY DE JESUS BARANDICA MANOTAS;1;MUNICIPAL;SI;20030310;20180130;;8;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;AQUITANIA;1504700599;ESE SALUD AQUITANIA;;891855492;ESE SALUD AQUITANIA;1;Instituciones - IPS;SI;CL 8 N 7 60;7794136;7794755;ESEAQUITANIA@HOTMAIL.ES;LIDA CONSUELO BERNAL AGUIRRE;1;MUNICIPAL;SI;20061115;20190130;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;ARCABUCO;1505100982;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE ARCABUCO;;820003382;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE ARCABUCO;1;Instituciones - IPS;SI;KILOMETRO 1 VIA MONIQUIRA;7360027;7360027;esearcabuco.boy@gmail.com;LEONARDO AVILA SARMIENTO;1;MUNICIPAL;SI;20061116;20180130;;7;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;BELÉN;1508700498;"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""";;826002660;"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""";1;Instituciones - IPS;SI;KR 6 No 4-19;7870030;7870030;esesaludbelen498@hotmail.com;OMAR ALEJANDRO NOSSA RAMIREZ;1;MUNICIPAL;SI;20061020;20190130;;7;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;BERBEO;1509000430;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JUAN FRANCISCO BERBEO;;820003929;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JUAN FRANCISCO BERBEO;1;Instituciones - IPS;SI;Cll2 Nº 5-0;3114526641 3114526659;;eseberbeo@yahoo.com;YINETH PRAXEDIS DOMÍNGUEZ MORENO;1;MUNICIPAL;SI;20110914;20180914;;5;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;BETÉITIVA;1509200215;ESE CENTRO DE SALUD BETEITIVA;;826002862;ESE CENTRO DE SALUD BETEITIVA;1;Instituciones - IPS;SI;PARQUE PRINCIPAL;3125870804;;esebeteitiva@gmail.com;MARIA CAROLINA SALCEDO ROBLEDO;1;MUNICIPAL;SI;20110908;20180908;;8;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;BOYACÁ;1510400698;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE;;820003622;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE;1;Instituciones - IPS;SI;CARRERA 3 # 6-101;3202340821- 3202339579;3202340821-3202339579;centrodesaludboy@hotmail.com;MADELEINE CIFUENTES MUÑOZ;1;MUNICIPAL;SI;20110901;20180901;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;BRICEÑO;1510600640;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD BRICEÑO;;820003787;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD BRICEÑO;1;Instituciones - IPS;SI;CR 4 Nº 3-22 Briceño centro;3103464713-3115976523-3143028175;;"esebricenoboy@hotmail.com;
esebricenoboy@gmail.com";JULIE IVONNE ORTIZ CASAS;1;MUNICIPAL;SI;20120111;20190130;;6;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;BUENAVISTA;1510900686;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA;;820003550;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA;1;Instituciones - IPS;SI;CRA. 3 N° 1- 24;3105628168;3114628388;esebuenavista@hotmail.com;JUAN FRANCISCO VILLAREAL DUARTE;1;MUNICIPAL;SI;20061116;20180130;;8;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;CALDAS;1513100683;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LAS MERCEDES CALDAS;;820003456;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LAS MERCEDES CALDAS;1;Instituciones - IPS;SI;CALLE 4 No 1-39;8024606-3134329090;;esecaldas1@hotmail.com;DEISY USMA PINILLA;1;MUNICIPAL;SI;20110905;20180905;;3;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;CAMPOHERMOSO;1513500344;E.S.E CENTRO DE SALUD CAMPOHERMOSO;;820003910;E.S.E CENTRO DE SALUD CAMPOHERMOSO;1;Instituciones - IPS;SI;CL 2 3-15;3202315788;3214046553;esecampohermoso@gmail.com;MARIA ALEJANDRA MONROY PEÑA;1;MUNICIPAL;SI;20061115;20180130;;6;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;CERINZA;1516200710;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CERINZA;;826002641;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CERINZA;1;Instituciones - IPS;SI;cl 7 No. 7 -23x;3202332713;3202332713;"esecerinza@hotmail.com;
gerenciacerinza@gmail.com";ELIX YANNETH BAEZ GALVIS;1;MUNICIPAL;SI;20061116;20180130;;7;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;CHIQUINQUIRÁ;1517600955;EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA;;820005389;EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA;1;Instituciones - IPS;SI;kRA 13 # 18 - 60;7261152;7266898;hospitalchiquinquira@yahoo.com;LUZ MARINA ESTUPIÑAN MERCHAN;2;DEPARTAMENTAL;SI;20110909;20180909;;7;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;CHÍQUIZA;1523200705;E.S.E CENTRO DE SALUD SAN PEDRO DE IGUAQUE;;820003365;E.S.E CENTRO DE SALUD SAN PEDRO DE IGUAQUE;1;Instituciones - IPS;SI;CARRERA 7 # 3 - 56;987403211;987403211;esesanpedroiguaque@yahoo.es;APDELGAFER JIMENEZ TORRES;1;MUNICIPAL;SI;20061115;20180130;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;CHITARAQUE;1518500633;ESE CENTRO DE SALUD DE CHITARAQUE;;820003580;ESE CENTRO DE SALUD DE CHITARAQUE;1;Instituciones - IPS;SI;CR 5 3 - 15;7290719;7290719;esechitaraque@yahoo.com;JAVIER ARMANDO GONZALEZ GARAVITO;1;MUNICIPAL;SI;20110902;20180902;;9;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;CHIVATÁ;1518700716;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DEL ROSARIO DE CHIVATA;;820003558;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DEL ROSARIO DE CHIVATA;1;Instituciones - IPS;SI;CRA 3 2-78;3102892954;3102892954;esechivata@yahoo.com;JOANA ESPERANZA HERNANDEZ CRUZ;1;MUNICIPAL;SI;20061115;20180130;;6;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;CIÉNEGA;1518900596;EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA;;820002468;EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA;1;Instituciones - IPS;SI;KR 7 No 3-56;314 3359538;(098) 7379072;esecienega@gmail.com;JYMENA CORTES PEÑA;1;MUNICIPAL;SI;20061115;20180130;;7;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;CÓMBITA;1520400600;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA;;820003411;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA;1;Instituciones - IPS;SI;KR 5 1 80;987310017;987310017;csaludcombita@hotmail.es;CARLOS EDUARDO MACHADO JIMENEZ;1;MUNICIPAL;SI;20061114;20180130;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;COPER;1521200806;E.S.E. CENTRO DE SALUD LUIS LANCHEROS;;820003571;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LUIS LANCHEROS;1;Instituciones - IPS;SI;CRA 2 # 4-91;3115898712-3115898708-8024901;8024901;esecoper@yahoo.com;FELKIN IVAN CASTELLANOS VALBUENA;1;MUNICIPAL;SI;20061115;20180130;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;CORRALES;1521500682;EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD CORRALES;;826002693;EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD CORRALES;1;Instituciones - IPS;SI;KR 4 # 4 - 07;(098) 7777 185;(098) 7777 185;saludcorrales@hotmail.com;LEIDY LIZETH SALAMANCA CASTAÑEDA;1;MUNICIPAL;SI;20061115;20180130;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;CUBARÁ;1522300713;HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO;;826002304;HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO;1;Instituciones - IPS;SI;CL 3 # 5-47;097/8838077;3134206141;gerencia@hospitalcubara.gov.co;ANA ZULEYMA MENDOZA NIÑO;1;DEPARTAMENTAL;SI;20061115;20190130;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;CUCAITA;1522400390;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA LUCIA;;820003388;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA LUCIA;1;Instituciones - IPS;SI;CALLE 9A Numero 7-36;0987340081, 3112023299;987340081;esecucaita@gmail.com;BLANCA LOLA ARIAS GARCIA;1;MUNICIPAL;SI;20110902;20180902;;0;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;CUÍTIVA;1522600733;empresa social del estado lagosalud cuitiva;;826002609;empresa social del estado lagosalud cuitiva;1;Instituciones - IPS;SI;CALLE 4 CARRERA 4 ESQUINA;3118976861/3102605571;;empresa.lago@yahoo.es;CLARA ELIZABETH VARGAS ALVAREZ;1;MUNICIPAL;SI;20110912;20180912;;0;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;DUITAMA;1523800664;EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA;;891855438;EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA;1;Instituciones - IPS;SI;AV AMERICAS KR 35;987606218;987603690;gerencia@hrd.gov.co;FLOR ALICIA CARDENAS PINEDA;2;DEPARTAMENTAL;SI;20061115;20180130;;4;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;DUITAMA;1523800685;EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA;;826002601;EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA;1;Instituciones - IPS;SI;Calle 28 # 15-120;987601640;987629612;gerencia@saludtundama.gov.co;CLAUDIA MARINA GARCIA FERNANDEZ;1;MUNICIPAL;SI;20061114;20190130;;2;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;EL COCUY;1524400844;ESE HOSPITAL SAN JOSE DEL COCUY;;891855719;ESE HOSPITAL SAN JOSE DEL COCUY;1;Instituciones - IPS;SI;CALLE 6 # 11-22;7 890011;7 890011;hospitalelcocuy@hotmail.com;HARVY HUMBERTO SILVA MOJICA;1;MUNICIPAL;SI;20110915;20180915;;9;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;FIRAVITOBA;1527200385;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FIRAVITOBA;;826002676;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FIRAVITOBA;1;Instituciones - IPS;SI;CLL 9 # 3 -54;7770065;7770065;esecentrodesaludfiravitoba@hotmail.com;OLGA JANNETH CALDERON RODRIGUEZ;1;MUNICIPAL;SI;20061115;20190130;;4;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;FLORESTA;1527600741;ESE CENTRO DE SALUD DE FLORESTA;;826002164;ESE CENTRO DE SALUD DE FLORESTA;1;Instituciones - IPS;SI;Carrera 3 Numero 4-10;7863164;7863164;esefloresta@yahoo.com;ANGELA MARCELA BARRERA AYALA;1;MUNICIPAL;SI;20061115;20190130;;5;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;GACHANTIVÁ;1529300501;E.S.E. CENTRO DE SALUD SAN ANTONIO DE PADUA;;820003638;E.S.E. CENTRO DE SALUD SAN ANTONIO DE PADUA;1;Instituciones - IPS;SI;CARRERA 5 N 5-44;7448811;7448811;esegachantiva@hotmail.es;MYRIAM ROCIO GUERRERO REINA;1;MUNICIPAL;SI;20110907;20180907;;7;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;GAMEZA;1529600199;EMPRESA SOCIAL DEL ESTADO GAMEZA MUNICIPIO SALUDABLE;;826001960;EMPRESA SOCIAL DEL ESTADO GAMEZA MUNICIPIO SALUDABLE;1;Instituciones - IPS;SI;CALLE 3 No. 5-17;987778115;987778115;esegameza@yahoo.com;MAGDA LIZZETH RODRIGUEZ LOPEZ;1;MUNICIPAL;SI;20110906;20180906;;7;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;GUATEQUE;1532201084;HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.;;900004894;HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.;1;Instituciones - IPS;SI;KM 1 VIA SUTATENZA;8-7540388;8-7540388;gerenciavalledetenza@gmail.com;JOSE OMAR NIÑO CARREÑO;2;DEPARTAMENTAL;SI;20061116;20180930;;0;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;GÜICÁN;1533200584;E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN;;891855439;E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN;1;Instituciones - IPS;SI;KR 6 6 47;987897228;987897228;esehag@gmail.com;CLAUDIA MARFORY GONZALEZ ARIZA;1;MUNICIPAL;SI;20061115;20180130;;1;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;IZA;1536200370;"EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD ""LUIS PATIÑO CAMARGO"" DEL MUNICIPIO DE IZA";;826002720;"EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD ""LUIS PATIÑO CAMARGO"" DEL MUNICIPIO DE IZA";1;Instituciones - IPS;SI;CLL. 3 Nº4-124;3224302427;3224302427;centrosaludiza@hotmail.com;CESAR MAURICIO BARACALDO BARRERA;1;MUNICIPAL;SI;20110909;20180909;;0;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;JENESANO;1536700064;Emprea Social del Etado Centro de Salud Jenesano;;820003337;Emprea Social del Etado Centro de Salud Jenesano;1;Instituciones - IPS;SI;AV Los Libertadores CR 2 No 5-11;7363226;3125216694;ese.jenesanoboyaca@yahoo.es;CLARA MERCEDES ROJAS JAIME;1;MUNICIPAL;SI;20061115;20180130;;5;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
Boyacá;JERICÓ;1536800597;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DE LA NATIVIDAD;;826001918;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DE LA NATIVIDAD;1;Instituciones - IPS;SI;CARRERA 4 No. 2-17;3102449121-3125217267;;esejerico@yahoo.es;NIDIA ROCIO ROJAS LOPEZ;1;MUNICIPAL;SI;20061114;20180130;;7;JURIDICO;4;Pública;1;Fecha corte REPS: Nov 20 2017 2:50PM
